id,transaction_id,account_id,amount,date,description,category,merchant_name,merchant_typ,user_modified,user_modified_fields,date_temp
283,txn_p9q8tp2mq9aferpfv400e,acc_p9omm6a8b0lo22s7um000,-60000.0,2023-05-26,"MSPBNA BANK TRANSFER 000002035957998 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
284,txn_p9q8tp2mq9aferpfv400f,acc_p9omm6a8b0lo22s7um000,-62876.0,2023-05-24,"ONLINE TRANSFER TO CHAFFEE D WELLS FARGO AT WORK CHECKING XXXXXX3373 REF #IB0JMR6SL4 ON 05/24/23",general,"CHAFFEE D",person,,,
285,txn_p9q8tp2mq9aferpfv400g,acc_p9omm6a8b0lo22s7um000,-15.0,2023-05-24,"WIRE TRANS SVC CHARGE - SEQUENCE: 230524168814 SRF# 3712090119 TRN#230524168814 RFB#",Unknown,Unknown,Unknown,,,
286,txn_p9q8tp2mq9aferpfv400h,acc_p9omm6a8b0lo22s7um000,122876.48,2023-05-24,"WT FED#00821 TOWNEBANK /ORG=CHANDLER & GIBSON PLLC SRF# 3712090119 TRN#230524168814 RFB#",general,"CHANDLER & GIBSON PLLC",organization,,,
287,txn_p9q8tp2mq9aferpfv400i,acc_p9omm6a8b0lo22s7um000,-667.0,2023-05-16,"ZELLE TO CAPITAL ONE BRAYDEN ON 05/16 REF #RP0R8L3SNV",Unknown,Unknown,Unknown,,,
288,txn_p9q8tp2mq9aferpfv400j,acc_p9omm6a8b0lo22s7um000,32.0,2023-05-16,"Cash App * Cash App 230516 T3Y6WMVMP0QMT9G Brayden Chaffee",service,SQUARE,organization,,,
289,txn_p9q8tp2mq9aferpfv400k,acc_p9omm6a8b0lo22s7um000,135.0,2023-05-15,"ZELLE FROM TOPLINE CABINET CO INC ON 05/14 REF # PP0R8FTZ5B DELIVERY MAY 13 4.5 HOURS",general,"ZELLE FROM TOPLINE CABINET",organization,,,
290,txn_p9q8tp2mq9aferpfv400l,acc_p9omm6a8b0lo22s7um000,500.0,2023-05-15,"CREDIT SUISSE SE DIR DEP 150523 3D24 CHAFFEE,BRAYDEN ANDREW",general,"CREDIT SUISSE",organization,,,
291,txn_p9q8tp2mq9aferpfv400m,acc_p9omm6a8b0lo22s7um000,-950.0,2023-05-08,"ZELLE TO CAPITAL ONE BRAYDEN ON 05/08 REF #RP0R7ZXMDH",Unknown,Unknown,Unknown,,,
292,txn_p9q8tp2mq9aferpfv400n,acc_p9omm6a8b0lo22s7um000,950.0,2023-05-08,"ONLINE TRANSFER FROM CHAFFEE D EVERYDAY CHECKING XXXXXX8663 REF #IB0JHHHLHW ON 05/08/23",general,"CHAFFEE D",person,,,
293,txn_p9q8tp2na9aferpfv4000,acc_p9omm6a8b0lo22s7um000,-566.68,2023-05-01,"ZELLE TO CAPITAL ONE BRAYDEN ON 05/01 REF #RP0R7G9TZ7",Unknown,Unknown,Unknown,,,
294,txn_p9q8tp2na9aferpfv4001,acc_p9omm6a8b0lo22s7um000,500.0,2023-04-28,"CREDIT SUISSE SE DIR DEP 300423 3D24 CHAFFEE,BRAYDEN ANDREW",general,"CREDIT SUISSE",organization,,,
295,txn_p9q8tp2na9aferpfv4002,acc_p9omm6a8b0lo22s7um000,-5.49,2023-04-26,"PURCHASE AUTHORIZED ON 04/25 LOWE 'S FOODS #190 CARY NC P383116059158301 CARD 6496",groceries,"LOWE'S FOODS",organization,,,
296,txn_p9q8tp2na9aferpfv4003,acc_p9omm6a8b0lo22s7um000,-8.01,2023-04-25,"PURCHASE AUTHORIZED ON 04/25 WHOLEFDS CAR 101 102B NEW CARY NC P383116035888743 CARD 6496",groceries,"WHOLE FOODS",organization,,,
297,txn_p9q8tp2na9aferpfv4004,acc_p9omm6a8b0lo22s7um000,80.0,2023-04-24,"ZELLE FROM KATHLEEN JACQUES ON 04/23 REF # BBT173003037",general,"ZELLE FROM",organization,,,
298,txn_p9q8tp2na9aferpfv4005,acc_p9omm6a8b0lo22s7um000,-502.0,2023-04-17,"ZELLE TO CAPITAL ONE BRAYDEN ON 04/15 REF #RP0R6D89CZ",Unknown,Unknown,Unknown,,,
299,txn_p9q8tp2na9aferpfv4006,acc_p9omm6a8b0lo22s7um000,500.0,2023-04-14,"CREDIT SUISSE SE DIR DEP 150423 3D24 CHAFFEE,BRAYDEN ANDREW",general,"CREDIT SUISSE",organization,,,
300,txn_p9q8tp2na9aferpfv4007,acc_p9omm6a8b0lo22s7um000,-1010.0,2023-04-10,"ZELLE TO CAPITAL ONE BRAYDEN ON 04/10 REF #RP0R5YZDQV",Unknown,Unknown,Unknown,,,
301,txn_p9q8tp2na9aferpfv4008,acc_p9omm6a8b0lo22s7um000,1000.0,2023-04-10,"ZELLE FROM TOPLINE CABINET CO INC ON 04/09 REF # PP0R5Y7LSK APRIL RENT",general,"ZELLE FROM TOPLINE CABINET",organization,,,
302,txn_p9q8tp2na9aferpfv4009,acc_p9omm6a8b0lo22s7um000,12.0,2023-04-06,"Cash App * Cash App 230406 T3MJZ9K9JT62FW6 Brayden Chaffee",service,SQUARE,organization,,,
303,txn_p9q8tp2na9aferpfv400a,acc_p9omm6a8b0lo22s7um000,-710.0,2023-04-04,"ZELLE TO CAPITAL ONE BRAYDEN ON 04/04 REF #RP0R5MCP7V",Unknown,Unknown,Unknown,,,
304,txn_p9q8tp2na9aferpfv400b,acc_p9omm6a8b0lo22s7um000,210.0,2023-04-03,"ONLINE TRANSFER FROM CHAFFEE D EVERYDAY CHECKING XXXXXX8663 REF #IB0J5DQ3FY ON 04/01/23",general,"CHAFFEE D",person,,,
305,txn_p9q8tp2na9aferpfv400c,acc_p9omm6a8b0lo22s7um000,500.0,2023-03-31,"CREDIT SUISSE SE DIR DEP 310323 3D24 CHAFFEE,BRAYDEN ANDREW",general,"CREDIT SUISSE",organization,,,
306,txn_p9q8tp2na9aferpfv400d,acc_p9omm6a8b0lo22s7um000,-30.0,2023-03-24,"ZELLE TO CAPITAL ONE BRAYDEN ON 03/24 REF #RP0R4TLRZ3",Unknown,Unknown,Unknown,,,
307,txn_p9q8tp2na9aferpfv400e,acc_p9omm6a8b0lo22s7um000,30.0,2023-03-23,"ZELLE FROM KATHLEEN JACQUES ON 03/23 REF # BBT168998299 BIRTHDAY CAKE",general,"ZELLE FROM",organization,,,
308,txn_p9q8tp2na9aferpfv400f,acc_p9omm6a8b0lo22s7um000,-25.0,2023-03-20,"PURCHASE AUTHORIZED ON 03/17 CHICKFILA APP 8662 866-232-2040 GA S583076629308669 CARD 6496",dining,CHICK-FIL-A,organization,,,
309,txn_p9q8tp2na9aferpfv400g,acc_p9omm6a8b0lo22s7um000,-475.0,2023-03-17,"ZELLE TO CAPITAL ONE BRAYDEN ON 03/17 REF #RP0R4CJTJJ",Unknown,Unknown,Unknown,,,
310,txn_p9q8tp2na9aferpfv400h,acc_p9omm6a8b0lo22s7um000,500.0,2023-03-15,"CREDIT SUISSE SE DIR DEP 150323 3D24 CHAFFEE,BRAYDEN ANDREW",general,"CREDIT SUISSE",organization,,,
311,txn_p9q8tp2na9aferpfv400i,acc_p9omm6a8b0lo22s7um000,-1375.0,2023-03-10,"ZELLE TO CAPITAL ONE BRAYDEN ON 03/10 REF #RP0R3WLTQL",Unknown,Unknown,Unknown,,,
312,txn_p9q8tp2na9aferpfv400j,acc_p9omm6a8b0lo22s7um000,1400.0,2023-03-06,"ONLINE TRANSFER FROM CHAFFEE D EVERYDAY CHECKING XXXXXX8663 REF #IB0HW8JL9J ON 03/05/23",general,"CHAFFEE D",person,,,
313,txn_p9q8tp2nq9aferpfv4000,acc_p9omm6a8b0lo22s7um000,-100.0,2023-03-03,"CARDMEMBER SERV WEB PYMT 230302 ***********7372 CHAFFEE,BRAYDEN A 98",general,"CHAFFEE BRAYDEN",organization,,,
314,txn_p9q8tp2nq9aferpfv4001,acc_p9omm6a8b0lo22s7um000,75.0,2023-03-03,"ZELLE FROM BRAYDEN CHAFFEE ON 03/03 REF # COFTOP4Z3ANO",general,"ZELLE FROM BRAYDEN",organization,,,
315,txn_p9q8tp2nq9aferpfv4002,acc_p9omm6a8b0lo22s7um000,500.0,2023-02-28,"CREDIT SUISSE SE DIR DEP 280223 3D24 CHAFFEE,BRAYDEN ANDREW",general,"CREDIT SUISSE",organization,,,
316,txn_p9q8tp2nq9aferpfv4003,acc_p9omm6a8b0lo22s7um000,-460.0,2023-02-27,"ZELLE TO CAPITAL ONE BRAYDEN ON 02/27 REF #RP0R33WVS6",Unknown,Unknown,Unknown,,,
317,txn_p9q8tp2nq9aferpfv4004,acc_p9omm6a8b0lo22s7um000,-40.0,2023-02-17,"ATM WITHDRAWAL AUTHORIZED ON 02/17 305 COLONADES WAY CARY NC 0002186 ATM ID 0479O CARD 6496",Unknown,Unknown,Unknown,,,
318,txn_p9q8tp2nq9aferpfv4005,acc_p9omm6a8b0lo22s7um000,500.0,2023-02-15,"CREDIT SUISSE SE DIR DEP 150223 3D24 CHAFFEE,BRAYDEN ANDREW",general,"CREDIT SUISSE",organization,,,
319,txn_p9q8tp2nq9aferpfv4006,acc_p9omm6a8b0lo22s7um000,-500.0,2023-02-14,"ZELLE TO CAPITAL ONE BRAYDEN ON 02/14 REF #RP0R274H96",Unknown,Unknown,Unknown,,,
320,txn_pal0p776hlgi7fn0ts000,acc_p9ohoaa1ujncjbfrie001,14.25,2025-03-01,"HARRIS TEETER #494 CARY NC 27513 USA",groceries,"Harris Teeter",organization,,,
321,txn_pampks29m8kk04k0he000,acc_p9ohoaa1ujncjbfrie001,20.12,2025-02-28,"TRADER JOE S #791 MORRISVILLE NC 27560 USA",groceries,"Trader Joe's",organization,,,
322,txn_pampks2a68kk04k0he000,acc_p9ohoaa1ujncjbfrie001,12.0,2025-02-28,"HARRIS TEETER #494 CARY NC 27513 USA",groceries,"Harris Teeter",organization,,,
323,txn_pafev3t8s535rbmcfo000,acc_p9ohoaa1ujncjbfrie001,55.66,2025-02-24,"TST* ABBEY ROAD TAVERN APEX NC 27502 USA",bar,"Abbey Road Tavern",organization,,,
324,txn_pae9iji5cmmp2uvsps001,acc_p9ohoaa1ujncjbfrie001,51.63,2025-02-22,"ZEST CARY CARY NC 27511 USA",dining,"ZEST CARY",organization,,,
325,txn_pae9iji5cmmp2uvsps002,acc_p9ohoaa1ujncjbfrie001,20.92,2025-02-21,"STARBUCKS STORE 68126 CARY NC 27513 USA",dining,Starbucks,organization,,,
326,txn_pa8sl52vo20s5ed12i000,acc_p9ohoaa1ujncjbfrie001,16.0,2025-02-20,"AGI*RENTERS/CONDO INS 800-370-1990 FL 33157 USA",insurance,"AGI*RENTERS/CONDO INS",organization,,,
327,txn_p9rv1d3fsa1k1hklqu000,acc_p9ohoaa1ujncjbfrie001,13.45,2025-02-07,"STARBUCKS STORE 68126 CARY NC 27513 USA",dining,Starbucks,organization,,,
328,txn_p9pmes93q9aferpfv4001,acc_p9ohoaa1ujncjbfrie001,12.58,2025-02-06,"STARBUCKS STORE 68126 CARY NC 27513 USA",dining,Starbucks,organization,,,
329,txn_p9pmes93q9aferpfv4002,acc_p9ohoaa1ujncjbfrie001,14.31,2025-02-04,"STARBUCKS 68126 CARY NC 27513 USA",dining,Starbucks,organization,,,
330,txn_p9pmes94a9aferpfv4000,acc_p9ohoaa1ujncjbfrie001,32.23,2025-02-04,"ZEST CARY CARY NC 27511 USA",dining,"ZEST CARY",organization,,,
331,txn_p9pmes94a9aferpfv4001,acc_p9ohoaa1ujncjbfrie001,13.45,2025-01-31,"STARBUCKS STORE 68126 CARY NC 27513 USA",dining,Starbucks,organization,,,
332,txn_p9pmes94a9aferpfv4002,acc_p9ohoaa1ujncjbfrie001,14.31,2025-01-29,"STARBUCKS STORE 68126 CARY NC 27513 USA",dining,Starbucks,organization,,,
333,txn_p9pmes94a9aferpfv4003,acc_p9ohoaa1ujncjbfrie001,14.31,2025-01-28,"STARBUCKS STORE 68126 CARY NC 27513 USA",dining,Starbucks,organization,,,
334,txn_p9pmes94a9aferpfv4004,acc_p9ohoaa1ujncjbfrie001,29.06,2025-01-27,"ZEST CARY CARY NC 27511 USA",dining,"ZEST CARY",organization,,,
335,txn_p9pmes94q9aferpfv4000,acc_p9ohoaa1ujncjbfrie001,13.45,2025-01-26,"STARBUCKS 68126 CARY NC 27513 USA",dining,Starbucks,organization,,,
336,txn_p9pmes94q9aferpfv4001,acc_p9ohoaa1ujncjbfrie001,15.31,2025-01-23,"STARBUCKS STORE 68126 CARY NC 27513 USA",dining,Starbucks,organization,,,
337,txn_p9pmes94q9aferpfv4002,acc_p9ohoaa1ujncjbfrie001,14.31,2025-01-22,"STARBUCKS 68126 CARY NC 27513 USA",dining,Starbucks,organization,,,
338,txn_p9pmes94q9aferpfv4003,acc_p9ohoaa1ujncjbfrie001,-10.0,2025-01-21,"AIRBNB * HMNQZXPJ9X 4158005959 CA 94103 USA",entertainment,Airbnb,organization,,,
339,txn_p9pmes94q9aferpfv4004,acc_p9ohoaa1ujncjbfrie001,16.0,2025-01-20,"AGI*RENTERS/CONDO INS 800-370-1990 FL 33157 USA",insurance,"AGI*RENTERS/CONDO INS",organization,,,
340,txn_p9pmes95a9aferpfv4000,acc_p9ohoaa1ujncjbfrie001,3.2,2025-01-17,"SHEETZ 0600 00006007 MORRISVILLE NC 27560 USA",fuel,Sheetz,organization,,,
341,txn_p9pmes95a9aferpfv4001,acc_p9ohoaa1ujncjbfrie001,27.9,2025-01-16,"ZEST CARY CARY NC 27511 USA",dining,"ZEST CARY",organization,,,
342,txn_p9pmes95a9aferpfv4002,acc_p9ohoaa1ujncjbfrie001,-1074.88,2025-01-16,"CAPITAL ONE ONLINE PYMT AuthDate 15-J an AuthDate 15-J an",generic,"CAPITAL ONE ONLINE PYMT AuthDate 15-J an",organization,,,
343,txn_p9pmes95a9aferpfv4003,acc_p9ohoaa1ujncjbfrie001,24.42,2025-01-15,"INTEREST CHARGE:PURCHASES",generic,"INTEREST CHARGE:PURCHASES",organization,,,
344,txn_p9pmes95a9aferpfv4004,acc_p9ohoaa1ujncjbfrie001,34.23,2025-01-10,"C & T WOK MORRISVILLE NC 27560 USA",dining,"C & T Wok",organization,,,
345,txn_p9pmes95a9aferpfv4005,acc_p9ohoaa1ujncjbfrie001,26.9,2025-01-07,"ZEST CARY CARY NC 27511 USA",dining,"ZEST CARY",organization,,,
346,txn_p9pmes95a9aferpfv4006,acc_p9ohoaa1ujncjbfrie001,67.25,2024-12-29,"BLUE MOUNTAIN PIZZA WEAVERVILLE NC 28787 USA",dining,"Blue Mountain Pizza",organization,,,
347,txn_p9pmes95q9aferpfv4000,acc_p9ohoaa1ujncjbfrie001,20.13,2024-12-21,"STARBUCKS STORE 68126 CARY NC 27513 USA",dining,Starbucks,organization,,,
348,txn_p9pmes95q9aferpfv4001,acc_p9ohoaa1ujncjbfrie001,75.27,2024-12-20,"ATT*BILL PAYMENT DALLAS TX 75211 USA",phone,AT&T,organization,,,
349,txn_p9pmes95q9aferpfv4002,acc_p9ohoaa1ujncjbfrie001,8.0,2024-12-20,"AGI*RENTERS/CONDO INS 800-370-1990 FL 33157 USA",insurance,"AGI*RENTERS/CONDO INS",organization,,,
350,txn_p9pmes95q9aferpfv4003,acc_p9ohoaa1ujncjbfrie001,14.99,2024-12-19,"STARBUCKS STORE 68126 CARY NC 27513 USA",dining,Starbucks,organization,,,
351,txn_p9pmes95q9aferpfv4004,acc_p9ohoaa1ujncjbfrie001,26.9,2024-12-19,"ZEST CARY CARY NC 27511 USA",dining,"ZEST CARY",organization,,,
352,txn_p9pmes95q9aferpfv4005,acc_p9ohoaa1ujncjbfrie001,-500.0,2024-12-19,"CAPITAL ONE ONLINE PYMT AuthDate 19-D ec AuthDate 19-D ec",generic,"CAPITAL ONE ONLINE PYMT AuthDate 19-D ec",organization,,,
353,txn_p9pmes95q9aferpfv4006,acc_p9ohoaa1ujncjbfrie001,10.16,2024-12-18,"HARRIS TEETER #494 CARY NC 27513 USA",groceries,"Harris Teeter",organization,,,
354,txn_p9pmes96a9aferpfv4000,acc_p9ohoaa1ujncjbfrie001,21.47,2024-12-18,"HARRIS TEETER #494 CARY NC 27513 USA",groceries,"Harris Teeter",organization,,,
355,txn_p9pmes96a9aferpfv4001,acc_p9ohoaa1ujncjbfrie001,7.37,2024-12-16,"LOWE'S FOODS #190 CARY NC 27513 USA",groceries,"Lowes Foods",organization,,,
356,txn_p9pmes96a9aferpfv4003,acc_p9ohoaa1ujncjbfrie001,412.97,2024-12-15,"PURCHASE ADJUSTMENT 94103 USA",entertainment,"PURCHASE ADJUSTMENT",organization,,,
357,txn_p9u7d6mocoqca4q596000,acc_p9ohoaa1ujncjbfrie001,10.0,2024-12-15,"PURCHASE ADJUSTMENT 94103 USA",entertainment,"PURCHASE ADJUSTMENT",organization,,,
358,txn_p9pmes96a9aferpfv4002,acc_p9ohoaa1ujncjbfrie001,-24.42,2024-12-15,"INTEREST CHARGE ADJUSTMENT",generic,"INTEREST CHARGE ADJUSTMENT",organization,,,
359,txn_p9pmes96a9aferpfv4004,acc_p9ohoaa1ujncjbfrie001,7.24,2024-12-15,"TRADER JOE S #791 MORRISVILLE NC 27560 USA",groceries,"Trader Joe's",organization,,,
360,txn_p9pmes96a9aferpfv4005,acc_p9ohoaa1ujncjbfrie001,422.97,2024-12-15,"AIRBNB * HMNQZXPJ9X 4158005959 CA 94103 USA",entertainment,Airbnb,organization,,,
361,txn_p9pmes96a9aferpfv4006,acc_p9ohoaa1ujncjbfrie001,21.34,2024-12-14,"J VAPOR & TOBACCO. MORRISVILLE NC 27560 USA",shopping,"J VAPOR  & TOBACCO.",organization,,,
362,txn_p9pmes96a9aferpfv4007,acc_p9ohoaa1ujncjbfrie001,10.71,2024-12-13,"SHEETZ 0600 00006007 MORRISVILLE NC 27560 USA",fuel,Sheetz,organization,,,
363,txn_p9pmes96q9aferpfv4000,acc_p9ohoaa1ujncjbfrie001,52.55,2024-12-12,"ZEST CARY CARY NC 27511 USA",dining,"ZEST CARY",organization,,,
364,txn_p9pmes96q9aferpfv4001,acc_p9ohoaa1ujncjbfrie001,75.57,2024-12-11,"APEX MINEC* APEX HOSTI SARASOTA FL 34238 USA",electronics,"APEX MINEC* APEX HOSTI",organization,,,
365,txn_p9pmes96q9aferpfv4002,acc_p9ohoaa1ujncjbfrie001,9.64,2024-12-09,"TRADER JOE S #791 MORRISVILLE NC 27560 USA",groceries,"Trader Joe's",organization,,,
366,txn_p9pmes96q9aferpfv4003,acc_p9ohoaa1ujncjbfrie001,15.13,2024-12-08,"WHOLEFDS ALT #10611 CARY NC 27519 USA",groceries,"Whole Foods Market",organization,,,
367,txn_p9pmes96q9aferpfv4004,acc_p9ohoaa1ujncjbfrie001,12.04,2024-12-08,"STARBUCKS 10158 CARY NC 27513 USA",dining,Starbucks,organization,,,
368,txn_p9pmes96q9aferpfv4005,acc_p9ohoaa1ujncjbfrie001,11.5,2024-12-07,"#3 WAKE COUNTY ABC BOA MORRISVILLE NC 27560 USA",tax,"#3 WAKE COUNTY ABC BOA",organization,,,
369,txn_p9pmes97a9aferpfv4000,acc_p9ohoaa1ujncjbfrie001,23.35,2024-12-07,"STARBUCKS 10158 CARY NC 27513 USA",dining,Starbucks,organization,,,
370,txn_p9pmes97a9aferpfv4001,acc_p9ohoaa1ujncjbfrie001,15.73,2024-12-06,"#3 WAKE COUNTY ABC BOA MORRISVILLE NC 27560 USA",tax,"#3 WAKE COUNTY ABC BOA",organization,,,
371,txn_p9pmes97a9aferpfv4002,acc_p9ohoaa1ujncjbfrie001,20.44,2024-12-06,"CHICK-FIL-A #00699 CARY NC 27513 USA",dining,Chick-fil-A,organization,,,
372,txn_p9pmes97a9aferpfv4003,acc_p9ohoaa1ujncjbfrie001,13.26,2024-12-06,"STARBUCKS STORE 10158 CARY NC 27513 USA",dining,Starbucks,organization,,,
373,txn_p9pmes97a9aferpfv4004,acc_p9ohoaa1ujncjbfrie001,16.48,2024-12-05,"#7 WAKE COUNTY ABC BOA CARY NC 27513 USA",tax,"#7 WAKE COUNTY ABC BOA",organization,,,
374,txn_p9pmes97a9aferpfv4005,acc_p9ohoaa1ujncjbfrie001,20.94,2024-12-05,"CHICK-FIL-A #00699 CARY NC 27513 USA",dining,Chick-fil-A,organization,,,
375,txn_p9pmes97a9aferpfv4006,acc_p9ohoaa1ujncjbfrie001,8.45,2024-12-04,"#7 WAKE COUNTY ABC BOA CARY NC 27513 USA",tax,"#7 WAKE COUNTY ABC BOA",organization,,,
376,txn_p9pmes97q9aferpfv4000,acc_p9ohoaa1ujncjbfrie001,15.13,2024-12-04,"STARBUCKS STORE 10158 CARY NC 27513 USA",dining,Starbucks,organization,,,
377,txn_p9pmes97q9aferpfv4001,acc_p9ohoaa1ujncjbfrie001,14.45,2024-12-04,"STARBUCKS STORE 10158 CARY NC 27513 USA",dining,Starbucks,organization,,,
378,txn_p9pmes97q9aferpfv4002,acc_p9ohoaa1ujncjbfrie001,18.81,2024-12-04,"C & T WOK MORRISVILLE NC 27560 USA",dining,"C & T Wok",organization,,,
379,txn_p9pmes97q9aferpfv4003,acc_p9ohoaa1ujncjbfrie001,8.09,2024-12-02,"STARBUCKS STORE 10158 CARY NC 27513 USA",dining,Starbucks,organization,,,
380,txn_p9pmes97q9aferpfv4004,acc_p9ohoaa1ujncjbfrie001,60.88,2024-12-02,"ZEST CARY CARY NC 27511 USA",dining,"ZEST CARY",organization,,,
381,txn_p9pmes97q9aferpfv4005,acc_p9ohoaa1ujncjbfrie001,37.63,2024-12-01,"MI CANCUN MORRISVILLE NC 27560 USA",dining,"Mi Cancun",organization,,,
382,txn_p9pmes97q9aferpfv4006,acc_p9ohoaa1ujncjbfrie001,17.94,2024-12-01,"STARBUCKS STORE 10158 CARY NC 27513 USA",dining,Starbucks,organization,,,
383,txn_p9pmes97q9aferpfv4007,acc_p9ohoaa1ujncjbfrie001,7.92,2024-12-01,"TRADER JOE S #791 MORRISVILLE NC 27560 USA",groceries,"Trader Joe's",organization,,,
384,txn_p9pmes98a9aferpfv4000,acc_p9ohoaa1ujncjbfrie001,8.0,2024-12-01,"J VAPOR & TOBACCO. MORRISVILLE NC 27560 USA",shopping,"J VAPOR  & TOBACCO.",organization,,,
385,txn_p9pmes98a9aferpfv4001,acc_p9ohoaa1ujncjbfrie001,87.61,2024-11-30,"ZEST CARY CARY NC 27511 USA",dining,"ZEST CARY",organization,,,
386,txn_p9pmes98a9aferpfv4002,acc_p9ohoaa1ujncjbfrie001,25.32,2024-11-29,"TRADER JOE S #791 MORRISVILLE NC 27560 USA",groceries,"Trader Joe's",organization,,,
387,txn_p9pmes98a9aferpfv4003,acc_p9ohoaa1ujncjbfrie001,9.62,2024-11-26,"HARRIS TEETER #494 CARY NC 27513 USA",groceries,"Harris Teeter",organization,,,
388,txn_p9pmes98a9aferpfv4004,acc_p9ohoaa1ujncjbfrie001,-252.75,2024-11-26,"CAPITAL ONE MOBILE PYMT AuthDate 26-N ov AuthDate 26-N ov",generic,"CAPITAL ONE MOBILE PYMT AuthDate 26-N ov",organization,,,
389,txn_p9pmes98a9aferpfv4005,acc_p9ohoaa1ujncjbfrie001,16.28,2024-11-25,"CHICK-FIL-A #00699 CARY NC 27513 USA",dining,Chick-fil-A,organization,,,
390,txn_p9pmes98q9aferpfv4000,acc_p9ohoaa1ujncjbfrie001,42.14,2024-11-24,"MASA SUSHI & RAMEN CARY NC 27519 USA",dining,"MASA SUSHI & RAMEN",organization,,,
391,txn_p9pmes98q9aferpfv4001,acc_p9ohoaa1ujncjbfrie001,20.05,2024-11-23,"TRADER JOE S #791 MORRISVILLE NC 27560 USA",groceries,"Trader Joe's",organization,,,
392,txn_p9pmes98q9aferpfv4002,acc_p9ohoaa1ujncjbfrie001,16.0,2024-11-20,"AGI*RENTERS/CONDO INS 800-370-1990 FL 33157 USA",insurance,"AGI*RENTERS/CONDO INS",organization,,,
393,txn_p9pmes98q9aferpfv4003,acc_p9ohoaa1ujncjbfrie001,6.95,2024-11-17,"WHOLEFDS ALT #10611 CARY NC 27519 USA",groceries,"Whole Foods Market",organization,,,
394,txn_p9pmes99a9aferpfv4000,acc_p9ohoaa1ujncjbfrie001,9.12,2024-11-17,"WHOLEFDS ALT #10611 CARY NC 27519 USA",groceries,"Whole Foods Market",organization,,,
395,txn_p9pmes99a9aferpfv4001,acc_p9ohoaa1ujncjbfrie001,16.27,2024-11-16,"HARRIS TEETER #494 CARY NC 27513 USA",groceries,"Harris Teeter",organization,,,
396,txn_p9pmes99a9aferpfv4002,acc_p9ohoaa1ujncjbfrie001,21.0,2024-11-15,"TRADER JOE S #791 MORRISVILLE NC 27560 USA",groceries,"Trader Joe's",organization,,,
397,txn_p9pmes99a9aferpfv4003,acc_p9ohoaa1ujncjbfrie001,21.24,2024-11-14,"TRADER JOE S #791 MORRISVILLE NC 27560 USA",groceries,"Trader Joe's",organization,,,
398,txn_p9pmes99a9aferpfv4004,acc_p9ohoaa1ujncjbfrie001,0.14,2024-11-14,"INTEREST CHARGE:PURCHASES",generic,"INTEREST CHARGE:PURCHASES",organization,,,
399,txn_p9pmes99a9aferpfv4005,acc_p9ohoaa1ujncjbfrie001,27.29,2024-11-13,"TRADER JOE S #791 MORRISVILLE NC 27560 USA",groceries,"Trader Joe's",organization,,,
400,txn_p9pmes99a9aferpfv4006,acc_p9ohoaa1ujncjbfrie001,28.14,2024-11-10,"TRADER JOE S #791 MORRISVILLE NC 27560 USA",groceries,"Trader Joe's",organization,,,
401,txn_p9pmes99q9aferpfv4000,acc_p9ohoaa1ujncjbfrie001,21.44,2024-11-10,"WL *STEAM PURCHASE 425-889-9642 WA 98004 USA",shopping,Valve,organization,,,
402,txn_p9pmes99q9aferpfv4001,acc_p9ohoaa1ujncjbfrie001,11.09,2024-11-09,"STARBUCKS STORE 10158 CARY NC 27513 USA",dining,Starbucks,organization,,,
403,txn_p9pmes99q9aferpfv4002,acc_p9ohoaa1ujncjbfrie001,-100.0,2024-11-08,"CAPITAL ONE ONLINE PYMT AuthDate 08-N ov AuthDate 08-N ov",generic,"CAPITAL ONE ONLINE PYMT AuthDate 08-N ov",organization,,,
404,txn_p9pmes99q9aferpfv4003,acc_p9ohoaa1ujncjbfrie001,36.63,2024-11-02,"MI CANCUN MORRISVILLE NC 27560 USA",dining,"Mi Cancun",organization,,,
405,txn_p9pmes99q9aferpfv4004,acc_p9ohoaa1ujncjbfrie001,16.88,2024-11-01,"C & T WOK MORRISVILLE NC 27560 USA",dining,"C & T Wok",organization,,,
406,txn_p9pmes99q9aferpfv4005,acc_p9ohoaa1ujncjbfrie001,49.47,2024-10-31,"TST*SAAP Cary NC 27511 USA",dining,TST*SAAP,organization,,,
407,txn_p9pmes99q9aferpfv4006,acc_p9ohoaa1ujncjbfrie001,15.88,2024-10-31,"C & T WOK MORRISVILLE NC 27560 USA",dining,"C & T Wok",organization,,,
408,txn_p9pmes99q9aferpfv4007,acc_p9ohoaa1ujncjbfrie001,26.74,2024-10-27,"BADDADDYSBURGERBAR.OLO MORRISVILLE NC 27560 USA",dining,BADDADDYSBURGERBAR.OLO,organization,,,
409,txn_p9pmes9aa9aferpfv4000,acc_p9ohoaa1ujncjbfrie001,36.63,2024-10-26,"MI CANCUN MORRISVILLE NC 27560 USA",dining,"Mi Cancun",organization,,,
410,txn_p9pmes9aa9aferpfv4001,acc_p9ohoaa1ujncjbfrie001,10.87,2024-10-22,"HARRIS TEETER #494 CARY NC 27513 USA",groceries,"Harris Teeter",organization,,,
411,txn_p9pmes9aa9aferpfv4002,acc_p9ohoaa1ujncjbfrie001,17.6,2024-10-21,"MCDONALD'S F13362 CARY NC 27513 USA",dining,"McDonald's",organization,,,
